# band3_stub_registry.tsv — source of truth for native/src/band3_link_stubs.s
# Generated/consumed by scripts/native/gen_band3_link_stubs.py. Columns are tab-separated:
#   symbol<TAB>kind<TAB>class<TAB>note
#   kind  ∈ func | data
#   class ∈ assert-unreachable | ok-noop | data-blob
#     invariant: kind=data => class=data-blob ; kind=func => class in {assert-unreachable, ok-noop}
#   note  free text (e.g. bss=<N> for data rows; safety justification for ok-noop rows)
#
# Seeding rule (W0.2.S1, behavior-preserving MOVE): unknown => assert-unreachable (conservative).
# ok-noop is seeded ONLY where the source .s carried an explicit "safe to call, returns 0"
# justification for that symbol (currently: the Bink* video no-ops). Historical per-symbol
# "REMOVED — now strongly defined" prose for symbols that are no longer weak stubs lives in
# band3_link_stubs.s's git history, not here (this registry only tracks symbols that ARE
# still weak stubs today).
#
# NOTE: no runtime behavior depends on `class` yet (W0.2.S1 emits the single legacy shared
# no-op for every func row regardless of class). The loud per-symbol trampoline + census
# that make `class` load-bearing land in W0.2.S2/S3.
AddRedeemedOffer__21StoreRedemptionsTableFPCc	func	assert-unreachable	
AnalyzeBlock__13PitchDetectorFPCcPsiffRfRfRf	func	assert-unreachable	
BinkDoFrame	func	ok-noop	Bink* video playback stub; RB3 native has no video decode backend, safe no-op returning 0
BinkGetFrameBuffersInfo	func	ok-noop	Bink* video playback stub; RB3 native has no video decode backend, safe no-op returning 0
BinkGetSummary	func	ok-noop	Bink* video playback stub; RB3 native has no video decode backend, safe no-op returning 0
BinkPause	func	ok-noop	Bink* video playback stub; RB3 native has no video decode backend, safe no-op returning 0
BinkRegisterFrameBuffers	func	ok-noop	Bink* video playback stub; RB3 native has no video decode backend, safe no-op returning 0
BinkSetSoundOnOff	func	ok-noop	Bink* video playback stub; RB3 native has no video decode backend, safe no-op returning 0
BinkShouldSkip	func	ok-noop	Bink* video playback stub; RB3 native has no video decode backend, safe no-op returning 0
BinkWait	func	ok-noop	Bink* video playback stub; RB3 native has no video decode backend, safe no-op returning 0
JoypadSetCalbertMode	func	assert-unreachable	
NoteAt__13VocalNoteListCFf	func	assert-unreachable	
PitchAt__13VocalNoteListCFf	func	assert-unreachable	
PlayableBy__9VocalNoteCFi	func	assert-unreachable	
RbnOffer__9StorePageCFi	func	assert-unreachable	
_Z12CntSdRsoInitP15RSOObjectHeader	func	assert-unreachable	
_Z13SystemPreInitiPPcPKc	func	assert-unreachable	
_Z17CntSdRsoTerminatev	func	assert-unreachable	
_Z18SemitoneToWhiteKeyi	func	assert-unreachable	
_Z18WhiteKeyToSemitonei	func	assert-unreachable	
_Z19JoypadWiiOnUserLeftib	func	assert-unreachable	
_Z21JoypadGetCalbertValueib	func	assert-unreachable	
_Z26GetWiiJoypadDisconnectTypeiP10JoypadTypeS0_	func	assert-unreachable	
_Z8BandInitv	func	assert-unreachable	
_Z8PropSyncR13BandPatchMeshR8DataNodeP9DataArrayi6PropOp	func	assert-unreachable	
_Z8PropSyncR13CharacterTestR8DataNodeP9DataArrayi6PropOp	func	assert-unreachable	
_ZN10FileMerger10FindMergerE6Symbolb	func	assert-unreachable	
_ZN10FileMerger11MergeActionEPN3Hmx6ObjectES2_P9ObjectDir	func	assert-unreachable	
_ZN10FileMerger15FindMergerIndexE6Symbolb	func	assert-unreachable	
_ZN10FileMerger16LaunchNextLoaderEv	func	assert-unreachable	
_ZN10FileMerger5ClearEv	func	assert-unreachable	
_ZN10FileMerger6SelectE6SymbolRK8FilePathb	func	assert-unreachable	
_ZN10FileMerger9StartLoadEb	func	assert-unreachable	
_ZN10FileMergerC1Ev	func	assert-unreachable	
_ZN10GameConfig10RemoveUserEP8BandUser	func	assert-unreachable	
_ZN10GameConfig11AssignTrackEP8BandUser	func	assert-unreachable	
_ZN10GameConfig12AssignTracksEv	func	assert-unreachable	
_ZN10GameConfig12SyncPropertyER8DataNodeP9DataArrayi6PropOp	func	assert-unreachable	
_ZN10GameConfig16ChangeDifficultyEP8BandUseri	func	assert-unreachable	
_ZN10GameConfig16ChangeRandomSeedEv	func	assert-unreachable	
_ZN10GameConfig19GetFxSwitchPositionEP13LocalBandUser	func	assert-unreachable	
_ZN10GameConfigC1Ev	func	assert-unreachable	
_ZN10GameConfigD1Ev	func	assert-unreachable	
_ZN10MemcardMgr4InitEv	func	ok-noop	hit during boot smoke 2026-07-05; returns 0 accepted (platform/offline/no-video no-op)
_ZN10MidiParser4InitEv	func	assert-unreachable	
_ZN10MidiParser5ResetEf	func	assert-unreachable	
_ZN10MidiReader13ReadAllTracksEv	func	assert-unreachable	
_ZN10MidiReader14ReadSomeEventsEi	func	assert-unreachable	
_ZN10MidiReaderC1ER9BinStreamR12MidiReceiverPKc	func	assert-unreachable	
_ZN10MidiReaderD1Ev	func	assert-unreachable	
_ZN10NetSession10DisconnectEv	func	assert-unreachable	
_ZN10NetSession12SendMsgToAllER10NetMessage10PacketType	func	assert-unreachable	
_ZN10NetSession14RegisterOnlineEv	func	assert-unreachable	
_ZN10NetSession14UpdateUserDataEP4Userj	func	assert-unreachable	
_ZN10NetSession15RemoveLocalUserEP9LocalUser	func	assert-unreachable	
_ZN10NetSession4JoinEP15NetSearchResult	func	assert-unreachable	
_ZN10NetSession7EndGameEibf	func	assert-unreachable	
_ZN10NetSession7SendMsgEP4UserR10NetMessage10PacketType	func	assert-unreachable	
_ZN10NetSession7SendMsgERKSt6vectorIP10RemoteUserSaIS2_EER10NetMessage10PacketType	func	assert-unreachable	
_ZN10NetSession9StartGameEv	func	assert-unreachable	
_ZN10ProfileMgr29GetShouldShowWiiFriendsPromptEv	func	assert-unreachable	
_ZN10TrackPanel19TrackerDisplayResetEv	func	assert-unreachable	
_ZN11ClipDistMap4DrawEffP10CharDriver	func	assert-unreachable	
_ZN11ClipDistMap8SetNodesEPNS_4NodeES1_	func	assert-unreachable	
_ZN11ClipDistMap9FindDistsEfP9DataArray	func	assert-unreachable	
_ZN11ClipDistMap9FindNodesEfff	func	assert-unreachable	
_ZN11ClipDistMapC1EP8CharClipS1_ffiPK9DataArray	func	assert-unreachable	
_ZN11PlatformMgr14StartProfanityEPPKtiPcPN3Hmx6ObjectE	func	assert-unreachable	
_ZN11PlatformMgr15SetUserSignedInEi	func	assert-unreachable	
_ZN11PlatformMgr16EnumerateFriendsEiRSt6vectorIP6FriendSaIS2_EEPN3Hmx6ObjectE	func	assert-unreachable	
_ZN11PlatformMgr16SetUserSignedOutEi	func	assert-unreachable	
_ZN11PlatformMgr23RegisterSendMsgCallbackEPFbP6FriendPKcS3_R9MemStreamE	func	assert-unreachable	
_ZN11PlatformMgr25RegisterSignInserCallbackEPFbP4UsermE	func	ok-noop	hit during boot smoke 2026-07-05; returns 0 accepted (platform/offline/no-video no-op)
_ZN11PlatformMgr32RegisterEnumerateFriendsCallbackEPFbiRSt6vectorIP6FriendSaIS2_EEPN3Hmx6ObjectEE	func	assert-unreachable	
